2004.03,2017.585,2012.10355
2006.46,2018.84,2012.644375
2006.39,2019.79,2013.275525
2006.48,2019.77,2014.070475
2008.55,2020.055,2015.096075
2009.9,2020.76,2015.70845
2010.325,2021.56,2016.029925
2010.195,2021.35,2016.78825
2011.945,2022.485,2017.50405
2013.81,2022.175,2017.9589
2012.12,2022.13,2018.2401
2013.905,2022.245,2018.524925
2013.91,2023.4,2018.86975
2013.93,2023.825,2019.00985
2014.605,2024.08,2019.638525
2015.33,2025.21,2019.765725
2015.115,2025.58,2020.030125
2014.47,2025.54,2020.321175
2015.745,2025.655,2020.953425
2015.575,2025.43,2021.02395
2016.295,2025.59,2021.252225
2017.05,2025.71,2021.580175
2017.805,2026.485,2022.1241
2015.87,2027.565,2022.45025
2018.4,2027.53,2022.9263
2017.09,2027.895,2022.765075
2018.28,2026.95,2023.1419
2017.55,2026.565,2023.3774
2017.965,2027.05,2023.363175
2018.355,2027.775,2023.306775
2018.73,2027.445,2023.268025
2018.375,2028.05,2023.508625
2018.71,2028.165,2023.908225
2018.73,2027.32,2023.8141
2017.695,2027.975,2023.59005
2019.545,2027.25,2023.80805
2017.71,2028.545,2023.981975
2019.045,2029.175,2024.193575
2018.585,2029.0,2024.428225
2018.52,2029.14,2024.616225
2019.28,2028.155,2024.629125
2019.365,2028.815,2024.8431
2019.82,2030.255,2025.09535
2019.85,2029.98,2025.168925
2021.69,2029.285,2025.467625
2022.73,2028.865,2025.74055
2021.615,2029.33,2025.782375
2021.465,2029.96,2025.627325
2021.09,2029.455,2025.723575
2020.475,2029.16,2025.645
2020.655,2029.505,2025.777525
2020.375,2030.65,2025.813925
2020.585,2030.06,2026.0286
2022.87,2029.765,2026.552775
2022.16,2029.31,2026.3677
2022.725,2030.31,2026.44415
2020.645,2029.3,2026.4385
2021.18,2029.99,2026.5204
2023.07,2030.0,2026.70155
2023.24,2029.89,2026.7914
2022.015,2029.765,2026.785925
2022.985,2030.665,2026.9385
2023.29,2031.665,2027.17905
2023.01,2030.565,2027.332025
2022.97,2030.545,2027.36405
2023.52,2030.645,2027.5487
2023.11,2030.6,2027.4976
2023.6,2030.08,2027.435975
2022.61,2030.995,2027.51105
2022.73,2031.09,2027.719575
2022.84,2032.105,2027.6721
2022.18,2031.63,2027.6917
2024.62,2031.065,2027.9083
2023.365,2030.81,2027.929375
2022.5,2030.645,2027.62565
2022.175,2030.81,2027.5467
2023.5,2031.485,2027.930125
2022.415,2031.84,2027.950025
2023.805,2031.2,2027.954125
2021.245,2031.935,2028.015675
2021.05,2031.82,2028.0264
2023.565,2032.09,2028.308675
2023.83,2031.41,2028.39945
2024.125,2031.435,2028.455325
2024.45,2031.07,2028.624325
2024.38,2031.915,2028.876975
2025.415,2032.5,2028.996325
2024.115,2031.84,2028.882475
2022.89,2032.9,2028.864175
2025.525,2032.92,2029.118275
2024.54,2032.89,2029.15175
2024.725,2033.065,2029.183475
2025.95,2032.275,2029.453775
2025.94,2032.945,2029.524475
2024.39,2032.92,2029.4977
2023.73,2032.885,2029.5207
